Companies,Symbols,Ratings,Risk
Tengizchevroil LLP,-,57.2,Severe ESG Risk
TENMA Corp.,TKS:7958,36.8,High ESG Risk
Tennant Co.,NYS:TNC,23.2,Medium ESG Risk
Tennessee Gas Pipeline Co. LLC,-,24.6,Medium ESG Risk
Tennessee Valley Authority,NYS:TVC,34.3,High ESG Risk
TenneT Holding BV,-,17.9,Low ESG Risk
Teollisuuden Voima Oyj,-,20.5,Medium ESG Risk
Teradata Corp.,NYS:TDC,17.8,Low ESG Risk
"Teradyne, Inc.",NAS:TER,17.0,Low ESG Risk
Teranet Holdings LP,-,26.6,Medium ESG Risk
Teraplast SA,BSE:TRP,23.4,Medium ESG Risk
"TeraWulf, Inc.",NAS:WULF,25.3,Medium ESG Risk
Teréga SAS,-,29.2,Medium ESG Risk
Terex Corp.,NYS:TEX,26.6,Medium ESG Risk
Terumo Corp.,TKS:4543,23.7,Medium ESG Risk
Terveystalo Oyj,HEL:TTALO,17.1,Low ESG Risk
"TES Co., Ltd.",KRX:095610,21.9,Medium ESG Risk
Tesco Plc,LON:TSCO,21.3,Medium ESG Risk
"Tesla, Inc.",NAS:TSLA,25.3,Medium ESG Risk
"TESS Holdings Co., Ltd.",TKS:5074,26.6,Medium ESG Risk
Tessenderlo Group NV,BRU:TESB,36.6,High ESG Risk
"Test Research, Inc.",TAI:3030,16.2,Low ESG Risk
Tethys Oil AB,OME:TETY,42.6,Severe ESG Risk
"Tetra Tech, Inc.",NAS:TTEK,18.4,Low ESG Risk
"TETRA Technologies, Inc.",NYS:TTI,29.9,Medium ESG Risk
Teva Pharmaceutical Industries Ltd.,TAE:TEVA,23.0,Medium ESG Risk
"Texas Capital Bancshares, Inc.",NAS:TCBI,30.8,High ESG Risk
Texas Instruments Incorporated,NAS:TXN,20.7,Medium ESG Risk
Texas Pacific Land Corp.,NYS:TPL,10.0,Negligible ESG Risk
"Texas Roadhouse, Inc.",NAS:TXRH,26.0,Medium ESG Risk
Texhong International Group Ltd.,HKG:2678,18.6,Low ESG Risk
TEXT SA,WAR:TXT,21.4,Medium ESG Risk
Textainer Group Holdings Ltd.,NYS:TGH,25.3,Medium ESG Risk
"Textron, Inc.",NYS:TXT,33.9,High ESG Risk
Texwinca Holdings Ltd.,HKG:321,20.2,Medium ESG Risk
TF Bank AB,OME:TFBANK,30.8,High ESG Risk
TFF Group,PAR:TFF,20.2,Medium ESG Risk
"TFI International, Inc.",TSE:TFII,20.3,Medium ESG Risk
TFS Financial Corp.,NAS:TFSL,27.4,Medium ESG Risk
"TG Therapeutics, Inc.",NAS:TGTX,29.3,Medium ESG Risk
TGS ASA,OSL:TGS,19.8,Low ESG Risk
"Thai Beverage Public Co., Ltd.",SES:Y92,21.1,Medium ESG Risk
Thai Life Insurance Public Co. Ltd.,BKK:TLI,30.0,High ESG Risk
Thai Oil Public Co. Ltd.,BKK:TOP,30.4,High ESG Risk
Thai Union Group Public Co. Ltd.,BKK:TU,36.6,High ESG Risk
Thai Vegetable Oil Public Co. Ltd.,BKK:TVO,26.6,Medium ESG Risk
Thaicom Public Co. Ltd.,BKK:THCOM,27.8,Medium ESG Risk
Thaifoods Group Public Co. Ltd.,BKK:TFG,38.0,High ESG Risk
Thales SA,PAR:HO,28.7,Medium ESG Risk
Thames Water Utilities Ltd.,-,29.3,Medium ESG Risk
"Thanachart Capital Public Co., Ltd.",BKK:TCAP,30.9,High ESG Risk
"The 77 Bank, Ltd.",TKS:8341,28.6,Medium ESG Risk
The a2 Milk Co. Ltd.,NZE:ATM,32.9,High ESG Risk
"The Aaron's Co., Inc.",NYS:AAN,16.1,Low ESG Risk
The ADT Security Corp.,-,24.9,Medium ESG Risk
The AES Corp.,NYS:AES,26.9,Medium ESG Risk
The African Development Bank,-,17.0,Low ESG Risk
The African Risk Capacity Insurance Co. Ltd.,-,8.2,Negligible ESG Risk
The Akita Bank Ltd.,TKS:8343,28.7,Medium ESG Risk
The Allstate Corp.,NYS:ALL,22.0,Medium ESG Risk
The Ambassador Hotel Ltd.,TAI:2704,23.7,Medium ESG Risk
"The Andersons, Inc.",NAS:ANDE,33.1,High ESG Risk
The Awa Bank Ltd.,TKS:8388,27.4,Medium ESG Risk
"The AZEK Co., Inc.",NYS:AZEK,14.0,Low ESG Risk
"The Bancorp, Inc. (Delaware)",NAS:TBBK,24.0,Medium ESG Risk
"The Bank of Chongqing Co., Ltd.",HKG:1963,28.1,Medium ESG Risk
The Bank of East Asia Ltd.,HKG:23,18.2,Low ESG Risk
The Bank of Iwate Ltd.,TKS:8345,30.2,High ESG Risk
"The Bank of Kyoto, Ltd.",-,31.1,High ESG Risk
The Bank of N.T. Butterfield & Son Ltd.,NYS:NTB,27.8,Medium ESG Risk
The Bank of Nagoya Ltd.,TKS:8522,28.4,Medium ESG Risk
The Bank of New York Mellon Corp.,NYS:BK,20.2,Medium ESG Risk
The Bank of Nova Scotia,TSE:BNS,17.7,Low ESG Risk
The Bank of Saga Ltd.,TKS:8395,28.7,Medium ESG Risk
The Beauty Health Co.,NAS:SKIN,27.7,Medium ESG Risk
The Bell Telephone Company of Canada,-,19.0,Low ESG Risk
The Berkeley Group Plc,-,16.0,Low ESG Risk
The Bidvest Group Ltd.,JSE:BVT,39.5,High ESG Risk
The Boeing Co.,NYS:BA,39.4,High ESG Risk
The Bombay Burmah Trading Corp. Ltd.,BOM:501425,42.6,Severe ESG Risk
The Brink's Co.,NYS:BCO,29.4,Medium ESG Risk
The British Land Co. Plc,LON:BLND,9.2,Negligible ESG Risk
The British United Provident Association Ltd.,-,19.2,Low ESG Risk
The Brooklyn Union Gas Co.,-,22.6,Medium ESG Risk
"The Buckle, Inc.",NYS:BKE,16.3,Low ESG Risk
The Caisse de dépôt et placement du Québec,-,24.4,Medium ESG Risk
The Calgary Airport Authority,-,21.6,Medium ESG Risk
The Canada Life Assurance Co.,-,25.5,Medium ESG Risk
"The Carlyle Group, Inc.",NAS:CG,18.8,Low ESG Risk
The Cato Corp.,NYS:CATO,17.5,Low ESG Risk
The Central America Bottling Corp.,-,25.4,Medium ESG Risk
The Charles Schwab Corp.,NYS:SCHW,23.0,Medium ESG Risk
"The Chefs' Warehouse, Inc.",NAS:CHEF,17.4,Low ESG Risk
The Chemours Co.,NYS:CC,27.6,Medium ESG Risk
"The Chiba Bank, Ltd.",TKS:8331,24.8,Medium ESG Risk
The Children's Hospital of Philadelphia,-,31.4,High ESG Risk
"The Children's Place, Inc.",NAS:PLCE,14.6,Low ESG Risk
"The Chugoku Electric Power Co., Inc.",TKS:9504,52.0,Severe ESG Risk
The Church Commissioners for England,-,33.0,High ESG Risk
The Cigna Group,NYS:CI,14.5,Low ESG Risk
The Cleveland Electric Illuminating Co.,-,23.7,Medium ESG Risk
The Clorox Co.,NYS:CLX,21.6,Medium ESG Risk
The Co-operative Bank Plc,-,8.5,Negligible ESG Risk
The Coca-Cola Co.,NYS:KO,24.9,Medium ESG Risk
The Commercial Real Estate Co.,KUW:ALTIJARIA,16.3,Low ESG Risk
The Company for Cooperative Insurance,SAU:8010,33.7,High ESG Risk
The Connecticut Light & Power Co.,-,26.0,Medium ESG Risk
"The Cooper Cos., Inc.",NAS:COO,17.5,Low ESG Risk
"The Descartes Systems Group, Inc.",TSE:DSG,14.5,Low ESG Risk
"The Duckhorn Portfolio, Inc.",NYS:NAPA,18.2,Low ESG Risk
The E.W. Scripps Co.,NAS:SSP,13.0,Low ESG Risk
The East Ohio Gas Co.,-,28.0,Medium ESG Risk
"The Ehime Bank, Ltd.",TKS:8541,26.9,Medium ESG Risk
The Empire Life Insurance Co.,-,18.4,Low ESG Risk
"The Ensign Group, Inc.",NAS:ENSG,32.1,High ESG Risk
"The Estée Lauder Companies, Inc.",NYS:EL,23.4,Medium ESG Risk
The Export-Import Bank of China,-,19.8,Low ESG Risk
The Export-Import Bank of Korea,-,12.0,Low ESG Risk
The Federal Bank Ltd. (India),BOM:500469,28.8,Medium ESG Risk
The Fédération des caisses Desjardins du Québec,-,12.5,Low ESG Risk
"The First Bancorp, Inc. (Maine)",NAS:FNLC,27.3,Medium ESG Risk
"The First Bancshares, Inc. (Mississippi)",NAS:FBMS,27.0,Medium ESG Risk
The First International Bank of Israel Ltd.,TAE:FIBI,23.4,Medium ESG Risk
The First of Long Island Corp.,NAS:FLIC,28.4,Medium ESG Risk
The Foschini Group Ltd.,JSE:TFG,14.0,Low ESG Risk
"The Fukui Bank, Ltd.",TKS:8362,30.4,High ESG Risk
"The GEO Group, Inc.",NYS:GEO,22.1,Medium ESG Risk
The George Washington University,-,13.3,Low ESG Risk
"The Goldman Sachs Group, Inc.",NYS:GS,25.3,Medium ESG Risk
The Gorman-Rupp Co.,NYS:GRC,32.6,High ESG Risk
The Great Rolling Stock Co. Plc,-,26.5,Medium ESG Risk
The Great Taipei Gas Corp.,TAI:9908,28.3,Medium ESG Risk
The Guinness Partnership Ltd.,-,27.0,Medium ESG Risk
The Gulf Bank of Kuwait,KUW:GBK,30.7,High ESG Risk
The Gym Group Plc,LON:GYM,25.4,Medium ESG Risk
"The Hachijuni Bank, Ltd.",TKS:8359,29.6,Medium ESG Risk
"The Hackett Group, Inc.",NAS:HCKT,18.8,Low ESG Risk
"The Hain Celestial Group, Inc.",NAS:HAIN,31.3,High ESG Risk
"The Hanover Insurance Group, Inc.",NYS:THG,23.9,Medium ESG Risk
"The Hartford Financial Services Group, Inc.",NYS:HIG,16.8,Low ESG Risk
The Hershey Co.,NYS:HSY,22.0,Medium ESG Risk
"The Home Depot, Inc.",NYS:HD,13.3,Low ESG Risk
"The Hong Kong & China Gas Co., Ltd.",HKG:3,20.9,Medium ESG Risk
The Hongkong & Shanghai Hotels Ltd.,HKG:45,28.6,Medium ESG Risk
The Hospital for Sick Children,-,29.8,Medium ESG Risk
The Hour Glass Ltd.,SES:AGS,18.4,Low ESG Risk
The Howard Hughes Corp.,-,18.3,Low ESG Risk
The Hub Power Co. Ltd.,KAR:HUBC,39.9,High ESG Risk
"The Hyakugo Bank, Ltd.",TKS:8368,28.3,Medium ESG Risk
"The Hyakujushi Bank, Ltd.",TKS:8386,29.7,Medium ESG Risk
The Independent Order of Foresters,-,24.6,Medium ESG Risk
The Islamic Development Bank,-,13.1,Low ESG Risk
The Israel Electric Corp. Ltd.,-,29.6,Medium ESG Risk
The J. M. Smucker Co.,NYS:SJM,29.7,Medium ESG Risk
The Japan Steel Works Ltd.,TKS:5631,32.9,High ESG Risk
"The Japan Wool Textile Co., Ltd.",TKS:3201,20.4,Medium ESG Risk
The Johns Hopkins Health System Corp.,-,30.8,High ESG Risk
The Joint Corp. (United States),NAS:JYNT,28.9,Medium ESG Risk
"The Kansai Electric Power Co., Inc.",TKS:9503,40.6,Severe ESG Risk
"The Keiyo Bank, Ltd.",TKS:8544,27.7,Medium ESG Risk
"The Kiyo Bank, Ltd.",TKS:8370,27.7,Medium ESG Risk
The Kraft Heinz Co.,NAS:KHC,34.1,High ESG Risk
The Kroger Co.,NYS:KR,24.6,Medium ESG Risk
"The Lanna Resources Public Co., Ltd.",BKK:LANNA,45.0,Severe ESG Risk
The Lion Electric Co.,NYS:LEV,27.6,Medium ESG Risk
The Lottery Corp. Ltd.,ASX:TLC,26.0,Medium ESG Risk
The Lovesac Co.,NAS:LOVE,15.6,Low ESG Risk
"The Manitowoc Co., Inc.",NYS:MTW,25.7,Medium ESG Risk
The Methodist Hospital,-,31.4,High ESG Risk
The Middleby Corp.,NAS:MIDD,30.4,High ESG Risk
The Miyazaki Bank Ltd.,TKS:8393,29.4,Medium ESG Risk
The Monogatari Corp.,TKS:3097,31.1,High ESG Risk
The Mosaic Co.,NYS:MOS,33.5,High ESG Risk
The Mount Sinai Hospital,-,32.6,High ESG Risk
"The Musashino Bank, Ltd.",TKS:8336,37.6,High ESG Risk
"The Nature Holdings Co., Ltd.",KRX:298540,22.6,Medium ESG Risk
The Navigator Co. SA,LIS:NVG,16.1,Low ESG Risk
The New India Assurance Co. Ltd.,BOM:540769,32.9,High ESG Risk
The New York Times Co.,NYS:NYT,11.5,Low ESG Risk
"THE NIPPON ROAD CO., LTD.",TKS:1884,37.3,High ESG Risk
"The Nippon Signal Co., Ltd.",TKS:6741,23.9,Medium ESG Risk
"The Nisshin OilliO Group, Ltd.",TKS:2602,33.3,High ESG Risk
The Norinchukin Bank,-,26.7,Medium ESG Risk
"The North West Co., Inc.",TSE:NWC,26.6,Medium ESG Risk
The Northwestern Mutual Life Insurance Co.,-,21.6,Medium ESG Risk
The ODP Corp.,NAS:ODP,17.0,Low ESG Risk
The Ogaki Kyoritsu Bank Ltd.,TKS:8361,28.9,Medium ESG Risk
"The Okinawa Electric Power Co., Inc.",TKS:9511,43.7,Severe ESG Risk
The One Enterprise Public Co. Ltd.,BKK:ONEE,18.7,Low ESG Risk
"The ONE Group Hospitality, Inc.",NAS:STKS,32.1,High ESG Risk
The Pack Corp.,TKS:3950,21.3,Medium ESG Risk
"The Pennant Group, Inc.",NAS:PNTG,22.9,Medium ESG Risk
The People's Insurance Co. (Group) of China Ltd.,HKG:1339,31.4,High ESG Risk
The Phoenix Mills Ltd.,BOM:503100,19.0,Low ESG Risk
"The PNC Financial Services Group, Inc.",NYS:PNC,25.6,Medium ESG Risk
The Principality Building Society,-,24.2,Medium ESG Risk
The PRS REIT Plc,LON:PRSR,18.2,Low ESG Risk
The Ramco Cements Ltd.,BOM:500260,34.0,High ESG Risk
The Restaurant Group Plc,-,22.8,Medium ESG Risk
"The RMR Group, Inc.",NAS:RMR,18.2,Low ESG Risk
The Royal London Mutual Insurance Society Ltd.,-,28.4,Medium ESG Risk
The Sage Group plc,LON:SGE,18.0,Low ESG Risk
The Saudi Investment Bank,SAU:1030,32.3,High ESG Risk
The Shanghai Commercial & Savings Bank Ltd.,TAI:5876,17.9,Low ESG Risk
The Sherwin-Williams Co.,NYS:SHW,29.5,Medium ESG Risk
"The Shibusawa Warehouse Co., Ltd.",TKS:9304,24.7,Medium ESG Risk
"The Shiga Bank, Ltd.",TKS:8366,31.8,High ESG Risk
"The Shikoku Bank, Ltd.",TKS:8387,29.4,Medium ESG Risk
The Shipping Corp. of India Ltd.,BOM:523598,25.0,Medium ESG Risk
"The Shyft Group, Inc.",NAS:SHYF,19.4,Low ESG Risk
The Siam Cement Public Co. Ltd.,BKK:SCC,21.1,Medium ESG Risk
The Simply Good Foods Co.,NAS:SMPL,26.0,Medium ESG Risk
The Society of Lloyd's,-,25.5,Medium ESG Risk
The Southern Co.,NYS:SO,29.1,Medium ESG Risk
The St. Joe Co.,NYS:JOE,24.8,Medium ESG Risk
The Star Entertainment Group Ltd.,ASX:SGR,24.3,Medium ESG Risk
The Straits Trading Co. Ltd.,SES:S20,50.7,Severe ESG Risk
The Swatch Group AG,SWX:UHR,18.3,Low ESG Risk
The Tel Aviv Stock Exchange Ltd.,TAE:TASE,24.2,Medium ESG Risk
The Timken Co.,NYS:TKR,22.3,Medium ESG Risk
"The TJX Cos., Inc.",NYS:TJX,16.3,Low ESG Risk
"The Tochigi Bank, Ltd.",TKS:8550,29.1,Medium ESG Risk
"The Toho Bank, Ltd.",TKS:8346,27.2,Medium ESG Risk
The Toledo Hospital,-,31.5,High ESG Risk
The Toro Co.,NYS:TTC,20.8,Medium ESG Risk
The Toronto-Dominion Bank,TSE:TD,19.0,Low ESG Risk
"The Towa Bank, Ltd.",TKS:8558,27.1,Medium ESG Risk
"The Trade Desk, Inc.",NAS:TTD,22.4,Medium ESG Risk
"The Travelers Cos., Inc.",NYS:TRV,21.3,Medium ESG Risk
The UNITE Group Plc,LON:UTG,14.7,Low ESG Risk
The United Laboratories International Holdings Ltd.,HKG:3933,30.3,High ESG Risk
The University of Liverpool,-,12.0,Low ESG Risk
The University of Manchester,-,11.4,Low ESG Risk
The University of Melbourne,-,14.8,Low ESG Risk
The University of Southampton,-,11.6,Low ESG Risk
The University of Sydney,-,14.3,Low ESG Risk
"The Vita Coco Co., Inc.",NAS:COCO,28.2,Medium ESG Risk
The Walt Disney Co.,NYS:DIS,15.7,Low ESG Risk
The Warehouse Group Ltd.,NZE:WHS,15.1,Low ESG Risk
The Weir Group Plc,LON:WEIR,21.8,Medium ESG Risk
The Wendy's Co.,NAS:WEN,23.9,Medium ESG Risk
The Western Union Co.,NYS:WU,15.3,Low ESG Risk
The Wharf (Holdings) Ltd.,HKG:4,19.2,Low ESG Risk
The William Pears Group of Cos. Ltd.,-,22.5,Medium ESG Risk
"The Williams Cos., Inc.",NYS:WMB,22.4,Medium ESG Risk
The World Bank Group,-,9.8,Negligible ESG Risk
The Wrekin Housing Group Ltd.,-,23.0,Medium ESG Risk
"The Yamagata Bank, Ltd.",TKS:8344,27.5,Medium ESG Risk
"The Yamanashi Chuo Bank, Ltd.",TKS:8360,25.9,Medium ESG Risk
"The Yokohama Rubber Co., Ltd.",TKS:5101,20.3,Medium ESG Risk
The York Water Co.,NAS:YORW,41.1,Severe ESG Risk
Theme International Holdings Ltd.,HKG:990,20.2,Medium ESG Risk
"Theravance Biopharma, Inc.",NAS:TBPH,30.4,High ESG Risk
Thermador Groupe SA,PAR:THEP,17.8,Low ESG Risk
Thermax Ltd.,BOM:500411,28.6,Medium ESG Risk
"Thermo Fisher Scientific, Inc.",NYS:TMO,13.0,Low ESG Risk
"Thermon Group Holdings, Inc.",NYS:THR,23.6,Medium ESG Risk
"Theseus Pharmaceuticals, Inc.",-,29.9,Medium ESG Risk
THG Plc,LON:THG,23.8,Medium ESG Risk
"Thinking Electronic Industrial Co., Ltd.",TAI:2428,20.5,Medium ESG Risk
thinkproject Holding GmbH,-,9.5,Negligible ESG Risk
"Third Coast Bancshares, Inc.",NAS:TCBX,29.2,Medium ESG Risk
"Third Harmonic Bio, Inc.",NAS:THRD,34.1,High ESG Risk
Thirumalai Chemicals Ltd.,BOM:500412,33.7,High ESG Risk
"THK CO., LTD.",TKS:6481,35.6,High ESG Risk
Thomas Jefferson University,-,16.8,Low ESG Risk
Thomson Reuters Corp.,TSE:TRI,14.6,Low ESG Risk
Thonburi Healthcare Group Public Co. Ltd.,BKK:THG,33.6,High ESG Risk
"Thor Industries, Inc.",NYS:THO,28.8,Medium ESG Risk
Thoresen Thai Agencies Public Co. Ltd.,BKK:TTA,21.4,Medium ESG Risk
"Thorne HealthTech, Inc.",-,24.8,Medium ESG Risk
"Thoughtworks Holding, Inc.",NAS:TWKS,18.2,Low ESG Risk
THP Partnership,-,36.0,High ESG Risk
"thredUP, Inc.",NAS:TDUP,24.1,Medium ESG Risk
"Three Squirrels, Inc.",SHE:300783,29.6,Medium ESG Risk
"Three’s Company Media Group Co., Ltd.",SHG:605168,21.9,Medium ESG Risk
"Thryv Holdings, Inc.",NAS:THRY,14.1,Low ESG Risk
Thule Group AB,OME:THULE,7.9,Negligible ESG Risk
"Thunder Software Technology Co., Ltd.",SHE:300496,25.4,Medium ESG Risk
Thungela Resources Ltd.,JSE:TGA,34.7,High ESG Risk
thyssenkrupp AG,ETR:TKA,27.1,Medium ESG Risk
TI Fluid Systems Plc,LON:TIFS,22.5,Medium ESG Risk
TIAA Asset Management Finance Co. LLC,-,27.5,Medium ESG Risk
Tian Lun Gas Holdings Ltd.,HKG:1600,29.3,Medium ESG Risk
"Tiandi Science & Technology Co., Ltd.",SHG:600582,37.1,High ESG Risk
Tiangong International Co. Ltd.,HKG:826,40.7,Severe ESG Risk
"TianJin 712 Communication & Broadcasting Co., Ltd.",SHG:603712,25.5,Medium ESG Risk
"Tianjin Capital Environmental Protection Group Co., Ltd.",HKG:1065,24.0,Medium ESG Risk
"Tianjin Chase Sun Pharmaceutical Co., Ltd.",SHE:300026,38.7,High ESG Risk
Tianjin Pharmaceutical Da Ren Tang Group Corp. Ltd.,SHG:600329,34.4,High ESG Risk
Tianjin Port Development Holdings Ltd.,HKG:3382,18.9,Low ESG Risk
"Tianjin Troila Information Technology Co., Ltd.",SHG:600225,25.9,Medium ESG Risk
"Tianma Microelectronics Co., Ltd.",SHE:000050,26.0,Medium ESG Risk
Tianneng Power International Ltd.,HKG:819,21.9,Medium ESG Risk
Tianqi Lithium Corp.,HKG:9696,49.0,Severe ESG Risk
"Tianshan Aluminum Group Co., Ltd.",SHE:002532,47.6,Severe ESG Risk
"Tianshui Huatian Technology Co., Ltd.",SHE:002185,45.1,Severe ESG Risk
"Tibet Cheezheng Tibetan Medicine Co., Ltd.",SHE:002287,31.5,High ESG Risk
"Tibet Mineral Development Co., Ltd.",SHE:000762,49.0,Severe ESG Risk
Tibet Rhodiola Pharmaceutical Holding Co.,SHG:600211,33.0,High ESG Risk
Tibet Summit Resources Co. Ltd.,SHG:600338,40.5,Severe ESG Risk
"Tibet Urban Development & Investment Co., Ltd.",SHG:600773,27.1,Medium ESG Risk
"Tidewater, Inc.",NYS:TDW,30.3,High ESG Risk
TietoEVRY Corp.,HEL:TIETO,14.5,Low ESG Risk
Tietto Minerals Ltd.,ASX:TIE,50.3,Severe ESG Risk
Tiger Brands Ltd.,JSE:TBS,27.2,Medium ESG Risk
Tikehau Capital SCA,PAR:TKO,12.6,Low ESG Risk
"Tile Shop Holdings, Inc.",NAS:TTSH,16.8,Low ESG Risk
"Tilly's, Inc.",NYS:TLYS,16.5,Low ESG Risk
"Tilray Brands, Inc.",NAS:TLRY,36.7,High ESG Risk
TIM SA,WAR:TIM,30.5,High ESG Risk
TIM SA (Brazil),BSP:TIMS3,16.3,Low ESG Risk
Timbercreek Financial Corp.,TSE:TF,36.1,High ESG Risk
"Timberland Bancorp, Inc. (Washington)",NAS:TSBK,32.5,High ESG Risk
TIME dotCom Bhd.,KLS:5031,21.9,Medium ESG Risk
Time Technoplast Ltd.,BOM:532856,22.9,Medium ESG Risk
Times China Holdings Ltd.,HKG:1233,22.2,Medium ESG Risk
Timken India Ltd.,BOM:522113,23.4,Medium ESG Risk
TimkenSteel Corp.,NYS:MTUS,32.6,High ESG Risk
Tinexta SpA,MIL:TNXT,16.1,Low ESG Risk
"Tingo Group, Inc.",OTC:TIOG,45.6,Severe ESG Risk
Tingyi (Cayman Islands) Holding Corp.,HKG:322,33.3,High ESG Risk
Tipco Asphalt Public Co. Ltd.,BKK:TASCO,28.0,Medium ESG Risk
"Tiptree, Inc.",NAS:TIPT,34.7,High ESG Risk
"TIS, Inc. (Japan)",TKS:3626,20.5,Medium ESG Risk
TISCO Financial Group Public Co. Ltd.,BKK:TISCO,24.1,Medium ESG Risk
Titan Cement International SA,BRU:TITC,27.5,Medium ESG Risk
Titan Co. Ltd.,BOM:500114,16.0,Low ESG Risk
"Titan International, Inc.",NYS:TWI,19.8,Low ESG Risk
"Titan Machinery, Inc.",NAS:TITN,25.9,Medium ESG Risk
"Titan Wind Energy (Suzhou) Co., Ltd.",SHE:002531,30.3,High ESG Risk
TK Elevator GmbH,-,9.2,Negligible ESG Risk
TKC Corp.,TKS:9746,24.3,Medium ESG Risk
"TKG Huchems Co., Ltd.",KRX:069260,28.5,Medium ESG Risk
TKH Group NV,AMS:TWEKA,21.1,Medium ESG Risk
TKP Corp.,TKS:3479,28.3,Medium ESG Risk
TMBThanachart Bank Public Co. Ltd.,BKK:TTB,22.9,Medium ESG Risk
TMF Group BV,-,26.2,Medium ESG Risk
TMK PAO,MIC:TRMK,33.3,High ESG Risk
TML Holdings Pte Ltd. (Singapore),-,20.9,Medium ESG Risk
TMX Group Ltd.,TSE:X,20.2,Medium ESG Risk
TOA Corp. (1885),TKS:1885,42.0,Severe ESG Risk
TOA Corp. (6809),TKS:6809,23.8,Medium ESG Risk
TOA Paint (Thailand) Public Co. Ltd.,BKK:TOA,22.2,Medium ESG Risk
"Toagosei Co., Ltd.",TKS:4045,29.5,Medium ESG Risk
"Toast, Inc.",NYS:TOST,20.4,Medium ESG Risk
Tobii AB,OME:TOBII,14.2,Low ESG Risk
Tobii Dynavox AB,OME:TDVOX,21.2,Medium ESG Risk
"Tobu Railway Co., Ltd.",TKS:9001,33.9,High ESG Risk
"TOC Co., Ltd.",TKS:8841,24.3,Medium ESG Risk
"TOCALO Co., Ltd.",TKS:3433,27.7,Medium ESG Risk
TOD'S SpA,MIL:TOD,14.8,Low ESG Risk
Toda Corp.,TKS:1860,31.4,High ESG Risk
"Toei Animation Co., Ltd.",TKS:4816,18.2,Low ESG Risk
"Toei Co., Ltd.",TKS:9605,19.4,Low ESG Risk
Toenec Corp.,TKS:1946,37.0,High ESG Risk
Tofas Turk Otomobil Fabrikasi AS,IST:TOASO.E,21.3,Medium ESG Risk
Tofflon Science & Technology Group Co. Ltd.,SHE:300171,20.4,Medium ESG Risk
"Toho Co., Ltd. (9602)",TKS:9602,15.9,Low ESG Risk
"TOHO GAS Co., Ltd.",TKS:9533,43.6,Severe ESG Risk
"Toho Holdings Co., Ltd.",TKS:8129,17.7,Low ESG Risk
"Toho Titanium Co., Ltd.",TKS:5727,41.9,Severe ESG Risk
"Toho Zinc Co., Ltd.",TKS:5707,47.7,Severe ESG Risk
"Tohoku Electric Power Co., Inc.",TKS:9506,38.6,High ESG Risk
"Tokai Carbon Co., Ltd.",TKS:5301,26.0,Medium ESG Risk
"TOKAI CARBON KOREA Co., Ltd.",KRX:064760,22.7,Medium ESG Risk
TOKAI Corp. /9729/,TKS:9729,16.6,Low ESG Risk
TOKAI Holdings Corp.,TKS:3167,42.4,Severe ESG Risk
"TOKAI RIKA CO., LTD.",TKS:6995,19.6,Low ESG Risk
"Tokai Tokyo Financial Holdings, Inc.",TKS:8616,36.8,High ESG Risk
Token Corp.,TKS:1766,24.2,Medium ESG Risk
"Tokio Marine Holdings, Inc.",TKS:8766,19.1,Low ESG Risk
Tokmanni Group Oyj,HEL:TOKMAN,19.9,Low ESG Risk
"Tokushu Tokai Paper Co., Ltd.",TKS:3708,24.8,Medium ESG Risk
Tokuyama Corp.,TKS:4043,37.2,High ESG Risk
"TOKYO BASE Co., Ltd.",TKS:3415,21.6,Medium ESG Risk
Tokyo Century Corp.,TKS:8439,20.2,Medium ESG Risk
"Tokyo Electric Power Co. Holdings, Inc.",TKS:9501,67.4,Severe ESG Risk
Tokyo Electron Device Ltd.,TKS:2760,15.0,Low ESG Risk
Tokyo Electron Ltd.,TKS:8035,14.3,Low ESG Risk
"Tokyo Energy & Systems, Inc.",TKS:1945,39.6,High ESG Risk
"Tokyo Gas Co., Ltd.",TKS:9531,34.6,High ESG Risk
"Tokyo Individualized Educational Institute, Inc.",TKS:4745,16.9,Low ESG Risk
"Tokyo Kiraboshi Financial Group, Inc.",TKS:7173,27.6,Medium ESG Risk
"TOKYO OHKA KOGYO CO., LTD.",TKS:4186,35.5,High ESG Risk
"Tokyo Rakutenchi Co., Ltd.",TKS:8842,26.3,Medium ESG Risk
"Tokyo Seimitsu Co., Ltd.",TKS:7729,16.7,Low ESG Risk
"Tokyo Steel Manufacturing Co., Ltd.",TKS:5423,38.5,High ESG Risk
"Tokyo Tatemono Co., Ltd.",TKS:8804,18.3,Low ESG Risk
"Tokyotokeiba Co., Ltd.",TKS:9672,30.5,High ESG Risk
"Tokyu Construction Co., Ltd.",TKS:1720,32.9,High ESG Risk
Tokyu Corp.,TKS:9005,28.5,Medium ESG Risk
Tokyu Fudosan Holdings Corp.,TKS:3289,21.5,Medium ESG Risk
"TOKYU REIT, Inc.",TKS:8957,13.8,Low ESG Risk
"Toll Brothers, Inc.",NYS:TOL,22.5,Medium ESG Risk
Toly Bread Co. Ltd.,SHG:603866,46.3,Severe ESG Risk
"Tomoku Co., Ltd.",TKS:3946,25.8,Medium ESG Risk
"TOMONY Holdings, Inc.",TKS:8600,31.6,High ESG Risk
Tompkins Financial Corp.,ASE:TMP,28.6,Medium ESG Risk
Tomra Systems ASA,OSL:TOM,26.7,Medium ESG Risk
